job_id,requested_number_of_processors,execution_time,starting_time,allocated_processors
498,1,364,286588,0
499,1,153,288427,0
500,6,47105,289099,93 94 95 96 97 98
501,6,35932,297334,8 9 10 11 12 13
502,2,35940,297334,14 15
503,6,635,293976,0 1 2 3 4 5
504,3,18,294997,0 1 2
505,5,25,294999,3 4 5 6 7
506,3,30,295017,0 1 2
507,4,21,295025,3 4 5 6
508,6,77,295027,7 8 9 10 11 12
509,18,21501,297334,16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 45 46
510,3,17,296634,0 1 2
511,2,53,297334,47 48
512,5,13,296635,3 4 5 6 7
513,4,26,296636,8 9 10 11
514,5,27,296637,12 13 14 15 16
515,2,195,296637,17 18
516,2,15,297334,49 50
517,4,14,296639,19 20 21 22
518,2,902,297334,51 52
519,8,140,296646,23 24 25 26 27 28 29 30
520,6,167,296647,31 45 62 63 64 65
521,6,12,296650,3 4 5 6 7 66
522,7,20,296652,0 1 2 67 68 69 70
523,8,29,296653,71 72 73 74 75 76 77 78
524,8,14,296656,19 20 21 22 79 80 81 82
525,6,26,296659,83 84 85 86 87 88
526,7,29,296664,3 4 5 6 7 8 9
527,7,169,296669,10 11 12 13 14 15 16
528,3,31,296676,0 1 2
529,2,2672,297334,53 54
530,3,232,296677,19 20 21
531,4,192,296694,3 4 5 6
532,5,173,296697,7 8 9 22 66
533,5,15,297361,49 50 55 56 57
534,4,13,297362,58 59 60 61
535,5,110,297367,62 63 64 65 66
536,6,117,297367,67 68 69 70 71 72
537,4,17,297383,49 50 55 56
538,6,30,297391,47 48 57 58 59 60
539,6,96,297394,61 73 74 75 76 77
540,2,160,297397,78 79
541,3,29,297398,80 81 82
542,3,18,297399,83 84 85
543,2,560,297400,86 87
544,3,170,297401,49 50 55
545,2,1529,297401,56 88
546,2,158,297406,89 90
547,3,31,297407,91 92 99
548,3,15,297417,83 84 85
549,4,23,297477,60 62 63 64
550,4,131,297490,75 76 77 83
551,5,24,297421,47 48 57 58 59
552,4,51,297432,80 81 82 84
553,4,148,297438,85 91 92 99
554,5,15,297445,47 48 57 58 59
555,2,1323,297500,60 61
556,6,18,297483,65 66 80 81 82 84
557,3,152,297460,47 48 57
558,2,631,297460,58 59
559,6,143,297501,62 63 64 65 66 67
560,6,27,297490,68 69 70 71 72 73
561,5,133,297501,74 80 81 82 84
562,5,32,297517,68 69 70 71 72
563,32,2719,313564,32 33 34 35 36 37 38 39 40 41 42 43 44 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65
564,32,2714,316703,32 33 34 35 36 37 38 39 40 41 42 43 44 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65
565,32,2730,319742,0 1 2 3 4 5 6 7 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
566,32,2718,322952,0 1 2 3 4 5 6 7 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
567,8,126,326447,0 1 2 3 4 5 6 7
568,1,129,326710,0
569,8,21,329004,0 1 2 3 4 5 6 7
570,8,24,329137,0 1 2 3 4 5 6 7
571,8,115,329436,0 1 2 3 4 5 6 7
572,4,677,329540,16 17 18 19
573,8,867,330295,0 1 2 3 4 5 6 7
574,8,50908,333260,0 1 2 3 4 5 6 7
575,4,3505,334122,8 9 10 11
576,64,16,334179,12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75
577,20,926,334463,12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
578,4,1722,334890,32 33 34 35
579,1,13272,335298,36
580,16,1779,336933,12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27
581,16,10728,338852,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
582,1,11993,339345,24
583,4,39,339785,25 26 27 28
584,1,25,339959,25
585,20,7103,340855,25 26 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 43 44 45
586,20,7119,340897,46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65
587,1,21,341676,66
588,1,47,341729,66
589,1,14,341999,66
590,2,23,343077,66 67
591,17,34747,343083,68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84
592,1,851,343160,66
593,4,18,344672,66 67 85 86
594,84,123,384168,0 1 2 3 4 5 6 7 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 91 92 93
595,84,14160,384291,0 1 2 3 4 5 6 7 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 91 92 93
596,84,13587,398451,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83
597,20,8263,347958,25 26 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 43 44 45
598,1,33,346794,66
599,1,21,346814,67
600,2,16,346858,66 67
601,4,17,346882,66 67 85 86
602,8,23,346882,87 88 89 90 91 92 93 94
603,32,27,348016,46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 85 86 87 88 89 90 91 92 93 94
604,16,26,346905,66 67 85 86 87 88 89 90 91 92 93 94 95 96 97 98
605,20,8319,348043,46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65
606,1,4,347841,95
607,1,1138,347873,95
608,1,79,348557,66
609,4,3577,348943,36 66 67 85
610,4,35949,349625,8 9 10 11
611,1,6,349962,12
612,1,11,350114,12
613,4,169,350568,12 13 14 15
614,9,170,350581,16 17 18 19 20 21 22 23 86
615,1,125,350599,87
616,16,177,350737,12 13 14 15 87 88 89 90 91 92 93 94 95 96 97 98
617,36,187,356221,12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 66 67
618,25,173,350914,12 13 14 15 16 17 18 19 20 21 22 23 86 87 88 89 90 91 92 93 94 95 96 97 98
619,49,190,356408,12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60
620,64,200,356598,12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 85 86 87 88 89 90 91 92
621,1,9,350834,16
622,80,9377,412038,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
623,20,620,352466,12 13 14 15 16 17 18 19 20 21 22 23 24 86 87 88 89 90 91 92
624,1,21,352701,36
625,2,20,352718,66 67
626,4,24,352725,36 85 93 94
627,16,25,353086,12 13 14 15 16 17 18 19 20 21 22 23 24 36 66 67
628,8,22,352803,36 66 67 85 93 94 95 96
629,32,30,356362,46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 85 86 87 88 89 90 91 92 93 94 95 96
630,4,469,353330,12 13 14 15
631,1,19,356379,97
632,1,20,357094,12
633,1,20,358484,12
634,1,138,359291,12
635,1,33,359321,13
636,20,672,359642,12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
637,20,905,360356,12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
638,2,7163,360954,32 33
639,20,8428,361616,12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
640,20,8463,361832,34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53
641,2,209964,365153,85 86
642,5,25,365185,87 88 89 90 91
643,4,209930,365662,87 88 89 90
644,1,8835,366826,54
645,4,24,369599,32 33 55 56
646,1,17,369602,57
647,9,18,369631,32 33 55 56 57 58 59 60 61
648,16,21,369654,32 33 55 56 57 58 59 60 61 62 63 64 65 66 67 91
649,25,24,370044,12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 55 56 57
650,4,141,370639,12 13 14 15
651,1,122,370652,16
652,9,166,370657,17 18 19 20 21 22 23 24 25
653,16,178,370672,26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41
654,1,3,377987,12
655,12,14188,412038,80 81 82 83 84 91 92 93 94 95 96 97
656,28,14,421415,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27
657,7,53331,422961,0 1 2 3 4 5 6
658,10,20,427303,7 8 9 10 11 12 13 14 15 16
659,4,20359,432375,7 8 9 10
660,2,149985,435096,11 12
661,48,161143,435719,13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60
662,5,19360,443449,61 62 63 64 65
663,5,29517,444371,66 67 68 69 70
664,5,19116,446225,71 72 73 74 75
665,4,14,450182,76 77 78 79
666,3,16,450187,80 81 82
667,4,28,450209,76 77 78 79
668,2,836,450209,80 81
669,3,27,450238,76 77 78
670,3,192,450240,79 82 83
671,4,189,450241,84 91 92 93
672,2,200,450242,94 95
673,2,3559,450243,96 97
674,4,18,456957,7 8 9 10
675,4,53890,458279,7 8 9 10
676,3,5,462753,76 77 78
677,4,3,462765,76 77 78 79
678,1,13,462784,76
679,1,17,462785,77
680,1,9,462785,78
681,1,11,462785,79
682,2,12,462786,80 81
683,1,10,462787,82
684,2,12,462788,83 84
685,1,10,462788,91
686,2,10,462789,92 93
687,1,11,462789,94
688,2,10,462790,95 96
689,2,11,462790,97 98
690,2,10,462794,78 99
691,1,9,462796,79
692,2,12,462798,80 81
693,3,4,462801,95 96 97
694,2,10,462804,91 98
695,4,5,462800,83 84 92 93
696,3,4,462805,76 79 82
697,3,3,462805,93 94 99
698,4,4,462805,77 78 83 84
699,4,4,462805,92 95 96 97
700,3,6,462798,76 82 91
701,3,6,462808,93 94 99
702,4,4,462809,61 62 63 64
703,3,4,462809,65 76 77
704,4,4,462809,78 79 82 83
705,1,9,462809,84
706,2,11,462809,92 95
707,2,10,462810,96 97
708,1,12,462810,80
709,4,3,462813,61 62 63 64
710,3,3,462813,65 76 77
711,4,3,462815,78 79 81 82
712,3,4,462823,61 62 63
713,4,7,462824,64 65 76 77
714,4,6,462825,78 79 80 81
715,3,8,462825,82 83 84
716,6,10,508550,0 1 2 3 4 5
717,6,34481,508834,0 1 2 3 4 5
718,20,8371,518044,6 7 8 9 10 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75
719,5,31658,520885,76 77 78 79 80
720,7,13,522134,81 82 83 84 91 92 93
721,2,28,522147,94 95
722,4,192,522149,81 82 83 84
723,5,18,522151,91 92 93 96 97
724,8,25,522184,91 92 93 94 95 96 97 98
725,1,79,522152,99
726,6,15,522169,91 92 93 96 97 98
727,5,27,522209,91 92 93 94 95
728,3,196,522209,96 97 98
729,1,12,522231,99
730,4,34,522236,92 93 94 95
731,2,15,522243,91 99
732,3,14,522270,91 92 93
733,3,29,522299,91 94 95
734,1,325,522258,99
735,1,18,522270,94
736,2,833,522405,91 96
737,4,15,522284,91 92 93 95
738,2,197,522299,92 93
739,5,176,522405,81 82 83 84 98
740,4,781,522496,93 94 95 97
741,6,233,522581,81 82 83 84 92 98
742,6,36,522341,81 82 83 84 91 94
743,3,1166,522814,81 82 83
744,2,3069,522814,84 92
745,3,3055,523238,91 96 98
746,1,977,522583,99
747,2,453,523277,93 94
748,2,131,523277,95 97
749,1,13979,524777,81
750,7,53,525657,82 83 93 94 95 97 99
751,12,10579,527158,6 7 8 9 10 61 62 63 64 65 66 67
752,20,192,527217,68 69 70 71 72 73 74 75 82 83 84 91 92 93 94 95 96 97 98 99
753,1,156,534484,68
754,20,8468,536044,68 69 70 71 72 73 74 75 82 83 84 91 92 93 94 95 96 97 98 99
755,4,20,539039,6 7 8 9
756,4,22,539099,6 7 8 9
757,2,20,545307,0 1
758,36,54,545330,0 1 2 3 4 5 6 7 8 9 10 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 81 82 83 84 91 92 93 94 95 96
759,6,13,545384,0 1 2 3 4 5
760,1,17,545342,97
761,1,14,545345,98
762,4,13,545384,6 7 8 9
763,1,645,545349,99
764,8,32,545384,10 61 62 63 64 65 66 67
765,8,15,545850,0 1 2 3 4 5 6 7
766,7,36071,546526,0 1 2 3 4 5 6
767,2,5357,546726,7 8
768,1,247,546731,9
769,4,1531,546735,10 61 62 63
770,2,1323,546736,64 65
771,5,1703,546738,66 67 68 69 70
772,1,69,546748,71
773,4,43890,548076,9 64 65 71
774,4,14867,548427,10 61 62 63
775,3,521,549866,66 67 68
776,7,33,549867,69 70 72 73 74 75 81
777,3,5342,549867,82 83 84
778,3,17,549869,91 92 93
779,5,2059,549873,94 95 96 97 98
780,5,16,549900,69 70 72 73 74
781,4,35,549886,91 92 93 99
782,4,18,549916,69 70 72 73
783,5,928,549984,74 75 81 91 92
784,5,44,549949,69 70 72 73 93
785,6,712,549993,69 70 72 73 93 99
786,6,5,550705,69 70 72 73 93 99
787,7,4,550721,68 69 70 72 73 93 99
788,49,31,591966,0 1 2 3 4 5 6 7 8 9 10 11 12 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
789,64,33,596862,9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
790,7,173,551075,66 67 68 69 70 72 73
791,6,117,551020,74 75 81 91 92 99
792,6,581,551932,66 67 68 74 94 95
793,4,512,551137,81 91 92 93
794,5,577,551248,69 70 72 73 75
795,49,235,591997,0 1 2 3 4 5 6 7 8 9 10 11 12 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
796,8,13,550874,66 67 68 69 70 72 73 93
797,2,84,549900,75 81
798,8,164,551932,69 70 72 73 75 96 97 98
799,6,11,550710,69 70 72 73 93 99
800,5,15,549921,74 91 92 93 99
801,6,5383,552145,69 70 72 73 75 81
802,4,5384,552096,7 8 96 97
803,7,13,549936,69 70 72 73 74 91 92
804,6,30,550725,68 69 70 72 73 93
805,5,39,550755,68 69 70 72 73
806,7,50,550794,68 69 70 72 73 93 99
807,4,172,551649,81 91 92 93
808,8,4,552096,69 70 72 73 75 81 91 92
809,36,178,575592,7 8 10 61 62 63 66 67 68 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
810,8,39,551036,66 67 68 69 70 72 73 93
811,4,30,550844,68 69 70 72
812,4,149,550887,66 67 68 69
813,64,195,596895,9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
814,6,45,552100,69 70 72 73 75 81
815,5,133,550887,70 72 73 93 99
816,25,193,557528,7 8 66 67 68 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 91 92 93 94 95
817,3,131,550387,66 67 68
818,3,27,550518,66 67 68
819,3,28,550545,66 67 68
820,5,117,551821,81 91 92 93 99
821,2,557,551938,93 99
822,3,14,549949,74 91 92
823,3,142,550573,66 67 68
824,2,145,550715,66 67
825,12,776,575770,7 8 10 61 62 63 66 67 68 69 70 72
826,16,924,575770,73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88
827,32,13,576694,7 8 10 61 62 63 66 67 68 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92
828,32,11,592232,0 1 2 3 4 5 6 7 8 9 10 11 12 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
829,4,1245,589418,0 1 2 3
830,1,83,592249,0
831,8,53349,592412,0 1 2 3 4 5 6 7
832,1,14048,595587,8
833,1,855,596910,73
834,1,37,597147,9
835,5,58,597168,10 11 12 13 14
836,2,30,597189,9 15
837,4,11,597198,16 17 18 19
838,16,12,597200,20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
839,8,10,597215,16 17 18 19 20 21 22 23
840,32,11,597252,9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
841,40,3400,604439,9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48
842,40,3424,607462,49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88
843,40,3413,607839,9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48
844,1,14349,609064,89
845,1,3285,610892,8
846,1,14100,612691,9
847,1,8995,614377,8
848,25,11692,615764,10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34
849,28,34859,617819,35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62
850,2,131,621933,63 64
851,1,4861,624278,8
852,4,17,625005,63 64 65 66
853,2,4079,626223,63 64
854,8,47715,627511,9 10 11 12 13 14 15 16
855,20,15,629768,8 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 65
856,16,25727,637746,8 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
857,16,15292,638093,32 33 34 63 64 65 66 67 68 69 70 71 72 73 74 75
858,7,14375,639109,76 77 78 79 80 81 82
859,20,6032,645761,0 1 2 3 4 5 6 7 83 84 85 86 87 88 89 90 91 92 93 94
860,16,12929,651793,0 1 2 3 4 5 6 7 83 84 85 86 87 88 89 90
861,12,14304,652678,35 36 37 38 39 40 41 42 43 44 45 46
862,1,1509,674727,0
863,1,9001,674872,1
864,1,380,674909,2
865,17,40330,676169,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
866,1,14928,677690,0
867,9,53328,678457,19 20 21 22 23 24 25 26 27
868,5,215332,678554,28 29 30 31 32
869,4,3089,678811,33 34 35 36
870,4,30,678816,37 38 39 40
871,1,24,678850,37
872,2,31,678920,37 38
873,8,37,678929,39 40 41 42 43 44 45 46
874,16,31,678948,47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62
875,48,62,678979,37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84
876,32,33,679041,37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68
877,16,21455,679353,37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52
878,40,3445,679401,53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92
879,40,3454,682846,33 34 35 36 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88
880,40,3349,686300,1 33 34 35 36 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87
881,1,8065,680068,93
882,1,216,680236,94
883,8,27,682846,89 90 91 92 94 95 96 97
884,4,6,684235,89 90 91 92
885,8,311,684527,89 90 91 92 94 95 96 97
886,1,12,684929,1
887,1,8,685407,1
888,1,852,685432,1
889,1,8733,685626,89
890,4,77,686268,90 91 92 94
891,1,18495,687951,88
892,1,18537,688072,90
893,1,18486,688153,91
894,80,9150,716499,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93
895,80,11496,725649,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93
896,1,30,690659,1
897,4,3574,693834,0 1 33 34
898,8,888,695148,35 36 53 54 55 56 57 58
899,16,15,737145,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
900,1,878,698920,0
901,32,9,700906,0 1 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62
902,1,55,701308,0
903,2,57,701310,1 33
904,4,55,701320,34 35 36 37
905,8,61,701356,38 39 40 41 42 43 44 45
906,32,54,701366,0 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76
907,16,55,701369,1 33 77 78 79 80 81 82 83 84 85 86 87 89 92 93
908,46,56,701468,0 1 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76
909,4,58,701600,0 1 33 34
910,8,285,703302,0 1 33 34 35 36 37 38
911,16,2085,704489,0 1 33 34 35 36 37 38 39 40 41 42 43 44 45 46
912,10,4349,704998,47 48 49 50 51 52 53 54 55 56
913,24,2917,707113,0 1 33 34 35 36 37 38 39 40 41 42 43 44 45 46 57 58 59 60 61 62 63 64
914,4,3485,707234,65 66 67 68
915,40,4433,709347,47 48 49 50 51 52 53 54 55 56 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98
916,8,860,710030,0 1 33 34 35 36 37 38
917,1,8130,709251,99
918,1,18309,726837,94
919,84,8768,737160,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
920,84,9752,745928,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
921,1,18410,734234,19
922,32,11,755680,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 33 34 35 36
923,32,16,755680,37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68
924,32,16,755691,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 33 34 35 36
925,32,16,755696,37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68
926,32,10,755707,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 33 34 35 36
927,32,13,755712,37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68
928,32,16,755717,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 33 34 35 36
929,32,6,755725,37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68
930,32,17,755733,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 33 34 35 36
931,32,8,755731,37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68
932,32,16,755750,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 33 34 35 36
933,32,14,755739,37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68
934,32,5,755766,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 33 34 35 36
935,32,15,755753,37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68
936,1,13082,761203,0
937,78,8032,763497,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83
938,84,14162,771887,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 90
939,11,145,763938,84 85 86 87 88 89 90 91 92 93 94
940,16,52758,786049,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
941,16,52744,786049,16 17 18 19 20 21 22 23 24 25 26 27 33 34 35 36
942,1,14066,765713,89
943,16,19750,786049,37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52
944,40,3300,786049,53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92
945,16,14309,789349,53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68
946,40,4418,803658,53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92
947,4,23948,769160,93 94 95 96
948,1,52,770001,84
949,2,187,770714,84 85
950,32,188,771529,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 33 34 35 36 37
