job_id,requested_number_of_processors,execution_time,starting_time,allocated_processors
16989,4,62,18154539,15 16 17 18
16990,64,9868,18162406,0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 42 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 74 75 76 77 78 84 85 86 87 88 89 90 91 92 93 94 95 96
16991,8,851,18155634,8 9 10 15 16 17 18 19
16992,3,413,18156702,8 9 10
16993,1,14,18158019,8
16994,1,10260,18162666,98
16995,15,6720,18163939,7 24 25 26 27 28 29 30 31 32 33 34 35 36 37
16996,1,13,18158499,8
16997,16,547,18158653,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
16998,1,16,18158820,42
16999,38,825,18159200,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 42 47 48 49 50 51 53 54 55 56 58 59 60 61 84 85 86 87 88 89 90 91
17000,1,13,18159344,92
17001,32,450,18160025,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 42 47 48 49 50 51 53 54 55 56 58 59 60 61 63 64
17002,1,13,18159758,63
17003,3,217,18159829,65 92 95
17004,8,589,18160436,65 84 85 86 87 88 89 90
17005,32,988,18160809,8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 42 47 48 49 50 51 53 54 55 56 58 59 60 61 63 64
17006,64,358,18172274,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 42 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 74 75
17007,3,218,18161269,62 65 84
17008,1,5848,18162666,99
17009,2,47945,18168514,97 99
17010,1,47971,18172926,98
17011,5,14204,18172274,89 90 91 92 93
17012,1,19,18163939,38
17013,1,13,18163960,38
17014,10,918,18170659,7 24 25 26 27 28 29 30 31 32
17015,1,2,18163958,38
17016,64,285,18172632,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 42 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 74 75
17017,99,39,18216459,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 99
17018,4,34366,18216498,0 1 2 3
17019,9,53347,18216498,4 5 6 7 8 9 10 11 12
17020,8,33447,18172274,76 77 78 79 80 81 82 83
17021,1,1024,18172274,84
17022,1,9148,18172274,85
17023,1,9127,18172274,86
17024,1,9143,18172274,87
17025,1,9132,18172274,88
17026,38,6991,18173158,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
17027,1,15,18216498,13
17028,32,14327,18189707,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
17029,32,52659,18216498,14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45
17030,8,7047,18200260,32 33 34 35 36 37 38 42
17031,1,14887,18216498,46
17032,1,43,18216498,47
17033,1,53937,18216498,48
17034,38,14249,18216498,49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86
17035,38,18725,18230747,13 47 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84
17036,8,140,18216498,87 88 89 90 91 92 93 94
17037,4,41412,18217364,87 88 89 90
17038,3,417,18217455,13 47 91
17039,15,7033,18249472,13 47 49 50 51 52 53 54 55 56 57 58 59 60 61
17040,3,414,18217896,13 47 91
17041,15,770,18249472,62 63 64 65 66 67 68 69 70 71 72 73 74 75 76
17042,4,1175,18218129,92 93 94 95
17043,1,15,18218279,96
17044,2,14,18218665,13 47
17045,3,17,18219194,13 47 91
17046,8,6876,18219304,13 47 91 92 93 94 95 96
17047,4,477,18226180,91 92 93 94
17048,1,20,18219425,97
17049,9,53321,18231385,46 85 86 91 92 93 94 95 96
17050,15,6628,18256505,13 47 49 50 51 52 53 54 55 56 57 58 59 60 61
17051,1,14,18220386,97
17052,1,15,18220764,97
17053,1,1754,18220925,97
17054,4,17,18226180,13 47 95 96
17055,1,31,18221107,98
17056,8,584,18249472,77 78 79 80 81 82 83 84
17057,4,16,18226197,13 47 95 96
17058,1,13764,18221764,98
17059,32,311,18269157,0 1 2 3 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
17060,8,584,18250056,77 78 79 80 81 82 83 84
17061,16,10683,18255610,64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
17062,2,15,18222684,97 99
17063,4,15,18226213,13 47 95 96
17064,8,583,18250242,62 63 64 65 66 67 68 69
17065,1,13745,18223748,97
17066,8,586,18250842,70 71 72 73 74 75 76 77
17067,3,46,18226228,13 47 95
17068,3,1192,18226554,13 47 95
17069,1,1790,18224503,99
17070,1,13754,18226554,99
17071,2,19,18226274,13 47
17072,8,582,18250825,62 63 64 65 66 67 68 69
17073,2,31,18226293,95 99
17074,4,25,18226324,13 47 95 99
17075,1,13757,18235528,98
17076,4,16,18226349,13 47 95 99
17077,8,583,18251428,0 1 2 3 70 71 72 73
17078,1,22,18226228,96
17079,5,49,18226505,13 47 95 96 99
17080,1,255,18226250,96
17081,5,3,18261106,88 89 90 98 99
17082,1,249,18226554,96
17083,5,264,18227023,91 92 93 94 96
17084,5,19,18227287,91 92 93 94 96
17085,1,91,18226657,91
17086,1,92,18226657,94
17087,1,173,18226749,94
17088,1,220,18226803,96
17089,2,25,18227306,91 92
17090,5,250,18227331,91 92 93 94 96
17091,16,458,18252744,0 1 2 3 62 63 64 65 66 67 68 69 70 71 72 73
17092,2,275,18227581,91 92
17093,4,256,18227746,13 47 93 94
17094,4,29,18227869,91 92 95 96
17095,1,33,18227983,91
17096,4,26,18228362,13 47 91 92
17097,8,584,18251407,62 63 64 65 66 67 68 69
17098,8,587,18253202,0 1 2 3 62 63 64 65
17099,8,13427,18261109,81 83 84 88 89 90 98 99
17100,8,583,18253202,66 67 68 69 70 71 72 73
17101,3,42,18249285,97 98 99
17102,8,585,18253785,66 67 68 69 70 71 72 73
17103,8,585,18253803,0 1 2 3 62 63 64 65
17104,1,60,18237493,97
17105,15,6994,18269845,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14
17106,15,7481,18269052,62 63 64 65 66 67 68 69 70 71 72 73 74 75 76
17107,17,5919,18263133,13 47 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63
17108,4,16,18250242,70 71 72 73
17109,1,50,18237553,97
17110,70,14109,18284706,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 77 78 79 80 81 82 83 84
17111,3,1230,18249327,97 98 99
17112,1,330,18238295,97
17113,2,22,18240308,97 99
17114,2,126,18240330,97 99
17115,3,57,18250242,74 75 76
17116,1,6280,18250557,97
17117,1,2862,18240456,97
17118,1,2876,18240456,99
17119,1,2865,18250557,98
17120,1,2865,18250557,99
17121,1,2873,18253422,98
17122,1,2875,18253422,99
17123,1,6645,18250640,82
17124,3,49,18250258,70 71 72
17125,8,693,18251991,62 63 64 65 66 67 68 69
17126,4,65,18250299,73 74 75 76
17127,3,42,18250364,73 74 75
17128,1,20,18243318,97
17129,3,463,18250307,70 71 72
17130,1,22,18243332,99
17131,1,20,18243338,97
17132,1,20,18243354,99
17133,1,94,18243358,97
17134,4,150,18250406,73 74 75 76
17135,4,21,18250556,73 74 75 76
17136,4,19,18250640,73 77 78 79
17137,4,18,18250640,80 81 83 84
17138,4,14,18250743,73 74 75 76
17139,64,2095,18276767,15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 47 48 49 50 51 52 53 54 55 56 57 59 60 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 81 83 84 88 89
17140,1,4951,18250659,78
17141,1,4941,18250659,79
17142,1,4952,18250658,80
17143,1,4936,18250658,81
17144,1,4956,18250658,83
17145,1,4943,18250658,84
17146,32,21285,18298815,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
17147,15,7299,18269468,18 19 20 21 22 23 24 25 27 28 29 30 31 32 33
17148,4,17,18250659,73 75 76 77
17149,4,21,18250722,73 75 76 77
17150,1,16,18243889,97
17151,4,16,18250676,73 75 76 77
17152,2,8,18244796,97 99
17153,4,20,18250577,73 74 75 76
17154,8,21,18250770,70 71 72 73 74 75 76 77
17155,17,3,18284706,62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 85 86
17156,64,1470,18278862,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 47 48 49 50 51 52 53 54 55 56 57 59 60 62 63 64 65 66
17157,16,15,18252684,0 1 2 3 62 63 64 65 66 67 68 69 70 71 72 73
17158,32,42,18269468,0 1 2 3 13 14 15 16 17 26 34 35 36 37 38 39 40 41 42 43 44 45 47 49 50 51 52 53 54 55 56 57
17159,3,57,18250597,74 75 76
17160,1,17,18246471,97
17161,2,15,18246549,97 99
17162,3,19,18250791,70 71 72
17163,1,20,18247434,97
17164,10,3199,18255614,0 1 2 3 62 63 80 81 83 84
17165,10,7017,18269549,15 16 17 26 34 35 36 37 38 39
17166,2,13,18248049,97 99
17167,32,31,18269510,0 1 2 3 13 14 15 16 17 26 34 35 36 37 38 39 40 41 42 43 44 45 47 49 50 51 52 53 54 55 56 57
17168,1,17,18248094,97
17169,8,16,18250810,70 71 72 73 74 75 76 77
17170,4,15,18250692,73 74 75 76
17171,16,22,18252699,0 1 2 3 62 63 64 65 66 67 68 69 70 71 72 73
17172,10,7008,18269549,40 41 42 43 44 45 47 49 50 51
17173,8,16,18250826,70 71 72 73 74 75 76 77
17174,16,23,18252721,0 1 2 3 62 63 64 65 66 67 68 69 70 71 72 73
17175,32,8,18269541,0 1 2 3 13 14 15 16 17 26 34 35 36 37 38 39 40 41 42 43 44 45 47 49 50 51 52 53 54 55 56 57
17176,2,18,18248944,97 99
17177,4,15,18250707,73 74 75 76
17178,1,17,18248964,97
17179,9,53330,18284706,87 88 89 90 95 96 97 98 99
17180,32,52680,18298815,32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63
17181,1,2875,18251428,74
17182,1,2876,18251428,75
17183,1,2878,18251428,76
17184,4,24429,18284706,91 92 93 94
17185,2,14,18253789,0 1
17186,2,12,18254303,74 77
17187,2,14,18254306,75 76
17188,1,4819,18256837,97
17189,1,4821,18257285,82
17190,1,4811,18256295,98
17191,1,4798,18256297,99
17192,1,4790,18258776,87
17193,1,4788,18258813,0
17194,1,4815,18258813,1
17195,1,4785,18258813,2
17196,1,4783,18258813,3
17197,3,15,18258776,88 89 90
17198,3,16,18258791,88 89 90
17199,1,50,18258807,88
17200,1,10826,18269468,61
17201,1,10807,18269468,77
17202,1,10820,18269468,78
17203,1,10803,18269468,79
17204,1,10803,18269468,80
17205,1,10803,18269468,82
17206,2,15,18266079,0 1
17207,2,46,18266132,0 1
17208,1,24663,18284709,64
17209,1,45,18266972,0
17210,1,10809,18269468,87
17211,1,10805,18269468,97
17212,1,10814,18269510,58
17213,8,39474,18284709,65 66 67 68 69 70 71 72
17214,1,2852,18284709,62
17215,1,2852,18284709,63
17216,1,2853,18284709,73
17217,1,2848,18284709,74
17218,1,2860,18284709,75
17219,1,9580,18294089,73
17220,16,791,18311725,64 73 74 75 76 77 78 79 80 82 83 84 85 86 91 94
17221,8,589,18300342,74 75 76 77 78 79 80 81
17222,16,848,18312516,64 73 74 75 76 77 78 79 80 82 83 84 85 86 91 94
17223,15,7082,18320100,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14
17224,15,7870,18319450,64 73 74 75 76 77 78 79 80 81 82 83 84 85 86
17225,15,7299,18320100,15 16 17 18 19 20 21 22 23 24 25 26 27 28 29
17226,8,33116,18327442,16 30 31 65 66 68 69 70
17227,8,71,18303578,74 75 76 77 78 79 80 81
17228,8,7106,18304034,73 74 75 76 77 78 79 80
17229,8,584,18311140,64 73 74 75 76 77 78 79
17230,4,34187,18327764,67 71 91 94
17231,1,96,18304639,81
17232,8,582,18309692,82 83 85 86 91 92 93 94
17233,1,14394,18305056,81
17234,8,585,18311140,80 82 83 84 85 86 91 94
17235,1,583,18306637,82
17236,1,963,18307338,82
17237,1,756,18308722,82
17238,1,905,18308787,83
17239,1,1301,18308802,84
17240,2,14392,18310274,92 93
17241,2,14400,18313364,91 94
17242,1,28,18327399,16
17243,8,27428,18327399,17 18 19 20 21 22 23 24
17244,8,27961,18327860,25 26 27 28 29 72 73 74
17245,4,105,18310777,64 82 83 84
17246,1,4897,18324666,92
17247,1,4897,18324666,93
17248,1,4908,18327320,75
17249,1,4902,18327320,76
17250,1,4901,18327320,77
17251,1,566,18320100,30
17252,1,21,18316304,64
17253,2,14369,18327320,78 79
17254,15,7323,18327182,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14
17255,16,1000,18334505,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17256,16,935,18335505,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17257,1,187,18320100,31
17258,16,561,18336440,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17259,1,258,18321807,30
17260,1,129,18321808,31
17261,1,67,18321937,31
17262,1,119,18322409,30
17263,1,1780,18322467,31
17264,1,590,18322528,30
17265,1,272,18336440,86
17266,1,350,18324183,65
17267,1,900,18336440,92
17268,1,1749,18323118,30
17269,1,1776,18324183,66
17270,1,1794,18324183,67
17271,1,1788,18324183,68
17272,1,1782,18324183,69
17273,1,1772,18324183,70
17274,1,1780,18324183,71
17275,1,1647,18324183,72
17276,1,1605,18324247,31
17277,1,1585,18324533,65
17278,1,1538,18324867,30
17279,1,1483,18325959,66
17280,1,1463,18325977,67
17281,1,1278,18325971,68
17282,1,1238,18325965,69
17283,1,1218,18325955,70
17284,1,1175,18325963,71
17285,1,1156,18325830,72
17286,1,1109,18325852,31
17287,1,2682,18336712,86
17288,1,874,18326986,72
17289,1,190,18327138,71
17290,2,47966,18338036,93 95
17291,1,10778,18337340,92
17292,1,764,18327320,64
17293,8,13330,18341689,15 64 75 76 77 78 79 80
17294,16,11125,18337001,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 81
17295,15,6906,18351495,32 33 34 35 36 37 38 39 40 41 42 43 44 45 46
17296,15,5747,18351495,47 48 49 50 51 52 53 54 55 56 57 58 59 60 61
17297,15,7623,18351495,62 63 82 83 84 85 86 87 88 89 90 92 96 97 98
17298,1,17,18331021,15
17299,1,2389,18332228,92
17300,1,2939,18336440,82
17301,1,30628,18338036,99
17302,1,10476,18348126,81
17303,1,2857,18336440,83
17304,1,2859,18336440,84
17305,1,2862,18336440,85
17306,1,10894,18355019,64
17307,1,10895,18355019,75
17308,1,13,18331308,15
17309,1,11,18332046,15
17310,1,12,18332224,15
17311,1,13,18332583,15
17312,1,12,18333347,15
17313,1,17,18333603,15
17314,1,1742,18338036,87
17315,4,29321,18354827,17 18 19 20
17316,9,215361,18348126,0 1 2 3 4 5 6 7 8
17317,1,2,18355019,76
17318,1,17,18334295,15
17319,8,25,18355019,9 10 11 12 13 14 77 78
17320,8,22868,18355044,9 10 11 12 13 14 15 21
17321,1,3,18338483,15
17322,1,10913,18355019,79
17323,1,60579,18355019,80
17324,2,258,18345917,82 83
17325,1,10999,18355021,76
17326,1,10897,18355044,22
17327,32,9829,18358401,23 24 25 26 27 28 29 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56
17328,2,303,18359752,57 58
17329,1,4841,18360921,16
17330,1,2955,18360922,30
17331,1,2952,18360925,31
17332,1,4835,18360984,57
17333,1,4819,18361002,58
17334,1,4862,18361002,59
17335,1,37,18371316,16
17336,1,63,18371671,16
17337,1,4845,18371734,22
17338,1,2327,18371811,16
17339,1,212,18371848,23
17340,2,302,18373415,23 24
17341,2,319,18375595,16 23
17342,2,218,18376419,16 23
17343,2,300,18381044,9 10
17344,2,893,18381641,9 10
17345,2,198,18382863,9 10
17346,1,60,18391009,9
17347,8,40092,18392816,9 10 11 12 13 14 15 16
17348,8,6644,18393372,17 18 19 20 21 22 23 24
17349,16,22491,18394179,25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
17350,16,22170,18394478,41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56
17351,4,34087,18396187,57 58 59 60
17352,15,1466,18398273,61 62 63 64 65 66 67 68 69 70 71 72 73 74 75
17353,15,7935,18398547,76 77 78 79 81 82 83 84 85 86 87 88 89 90 91
17354,15,7363,18399747,63 64 65 66 67 68 69 70 71 72 73 74 75 92 93
17355,15,8,18399739,61 62 63 64 65 66 67 68 69 70 71 72 73 74 75
17356,15,8324,18400016,17 18 19 20 21 22 23 24 61 62 94 95 96 97 98
17357,2,32,18399747,61 62
17358,8,13335,18406482,76 77 78 79 81 82 83 84
17359,1,2954,18402004,99
17360,38,773,18411190,17 18 19 20 21 22 23 24 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
17361,2,259,18411963,93 94
17362,2,253,18411963,95 96
17363,2,5732,18411963,97 98
17364,1,10897,18411963,99
17365,1,10899,18412216,92
17366,1,10896,18412216,95
17367,1,10886,18412216,96
17368,1,10892,18412222,93
17369,2,3011,18412346,63 64
17370,10,3201,18407989,63 64 65 66 67 68 69 70 71 72
17371,38,11814,18419817,25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84
17372,10,443,18411963,17 18 19 20 21 22 23 24 61 62
17373,10,383,18411963,63 64 65 66 67 68 69 70 71 72
17374,10,6959,18411963,73 74 75 85 86 87 88 89 90 91
17375,10,6949,18412406,17 18 19 20 21 22 23 24 61 62
17376,1,10855,18413929,94
17377,1,10837,18418922,85
17378,1,10833,18418922,88
17379,1,10821,18418922,86
17380,15,7335,18419355,17 18 19 20 21 22 23 24 41 42 43 44 45 46 47
17381,15,6076,18421988,49 50 51 52 53 54 55 56 61 62 89 90 91 97 98
17382,15,5010,18431631,25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
17383,15,7693,18431631,40 48 57 58 59 60 63 64 65 66 67 68 69 70 71
17384,15,8370,18431631,72 73 74 75 76 77 78 79 80 81 82 83 84 85 86
17385,1,5978,18416648,48
17386,1,28753,18422860,99
17387,1,143130,18423112,95
17388,1,10929,18418922,87
17389,10,3526,18418462,49 50 51 52 53 54 55 56 97 98
17390,38,14188,18432908,9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 41 42 43 44 45 46 47 49 50 51 52 53 54 55 56 61 62 87 88 89 90 91
17391,10,3197,18426690,17 18 19 20 21 22 23 24 41 42
17392,2,7869,18428064,97 98
17393,8,39853,18436641,25 26 27 28 29 30 31 32
17394,2,58,18430274,92 93
17395,3,360,18423114,48 93 96
17396,2,9531,18430274,94 96
17397,1,7633,18430332,92
17398,4,6743,18436641,33 34 35 36
17399,3,363,18423474,48 92 93
17400,1,3,18430332,93
17401,17,3,18439324,37 38 39 40 48 57 58 59 60 63 64 65 66 67 68 69 70
17402,2,805,18431144,17 18
17403,1,4091,18438668,92
17404,2,8369,18439143,93 97
17405,1,30,18445904,33
17406,1,10904,18445986,33
17407,1,14,18446045,34
17408,1,2835,18446136,34
17409,1,10872,18446174,35
17410,1,10860,18446177,36
17411,1,21,18447027,37
17412,1,22,18447068,37
17413,8,32786,18473315,9 10 11 12 13 14 15 16
17414,2,14363,18473451,17 18
17415,1,23,18476022,19
17416,1,20,18476082,19
17417,1,29298,18476335,19
17418,4,48,18476368,20 21 22 23
17419,4,41378,18477132,20 21 22 23
17420,1,10882,18477223,24
17421,1,10824,18477283,25
17422,1,10823,18477303,26
17423,1,10812,18477341,27
17424,1,10802,18477362,28
17425,15,7230,18477456,29 30 31 32 33 34 35 36 37 38 39 40 41 42 43
17426,15,7575,18477706,44 45 46 47 48 49 50 51 52 53 54 55 56 57 58
17427,10,986,18478290,59 60 61 62 63 64 65 66 67 68
17428,3,462,18478377,69 70 71
17429,3,466,18478580,72 73 74
17430,15,6364,18478675,75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
17431,8,585,18480776,59 60 61 62 63 64 65 66
17432,32,7864,18484966,31 32 37 38 39 40 41 42 43 59 60 61 62 63 64 65 66 68 69 70 71 72 73 74 90 91 92 93 94 96 97 98
17433,8,583,18481500,59 60 61 62 63 64 65 66
17434,8,582,18482234,59 60 61 62 63 64 65 66
17435,8,583,18482967,59 60 61 62 63 64 65 66
17436,8,581,18483687,59 60 61 62 63 64 65 66
17437,2,14333,18484686,29 30
17438,2,22,18484686,31 32
17439,4,1933,18484686,33 34 35 36
17440,8,583,18484383,59 60 61 62 63 64 65 66
17441,1,4039,18484611,67
17442,1,3810,18484814,99
17443,1,3822,18485039,75
17444,15,7951,18485281,44 45 46 47 48 49 50 51 52 53 54 55 56 57 58
17445,4,700,18485401,76 77 78 79
17446,15,7972,18487814,17 18 76 77 78 79 80 81 82 83 84 85 86 87 88
17447,8,586,18488126,24 25 26 33 34 35 36 89
17448,15,6915,18493725,24 25 26 27 28 31 32 33 34 35 36 37 38 39 40
17449,8,586,18488712,24 25 26 27 28 33 34 35
17450,4,80,18486726,33 34 35 36
17451,8,582,18489298,24 25 26 27 28 33 34 35
17452,1,2101,18488712,89
17453,1,14339,18488650,67
17454,4,1889,18489880,24 25 26 27
17455,4,1936,18489880,28 33 34 35
17456,4,1909,18491816,28 33 34 35
17457,4,1876,18492830,41 42 43 59
17458,4,2396,18492830,60 61 62 63
17459,4,1734,18492830,64 65 66 68
17460,4,2420,18492830,69 70 71 72
17461,4,1633,18493232,44 45 46 47
17462,4,1621,18492830,90 91 92 93
17463,4,1646,18492830,94 96 97 98
17464,4,1742,18493232,48 49 50 51
17465,4,1626,18493232,52 53 54 55
17466,4,1639,18493232,56 57 58 73
17467,4,2414,18494706,41 42 43 59
17468,1,2327,18488694,99
17469,4,3532,18495226,60 61 62 63
17470,1,3729,18489718,36
17471,1,3681,18489753,75
17472,1,3834,18490813,89
17473,32,52712,18501102,17 18 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86
17474,32,27,18505633,19 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 59 60 61 62 63 64 65 66 67 68 69
17475,8,584,18492830,24 25 26 27 31 32 37 38
17476,1,3827,18491704,99
17477,2,14340,18494476,94 96
17478,4,775,18491769,24 25 26 27
17479,1,4021,18493232,74
17480,4,3542,18494564,64 65 66 68
17481,4,3549,18495250,69 70 71 72
17482,4,3538,18494647,75 89 90 91
17483,4,3549,18494476,92 93 97 98
17484,4,3536,18494865,44 45 46 47
17485,4,3570,18494974,48 49 50 51
17486,4,3568,18494858,52 53 54 55
17487,4,1907,18494871,56 57 58 73
17488,4,3539,18495786,17 18 76 77
17489,4,3564,18495786,78 79 80 81
17490,4,1793,18495786,82 83 84 85
17491,4,3535,18495786,86 87 88 99
17492,4,3546,18497120,42 43 56 57
17493,4,3523,18497579,58 59 74 82
17494,1,4641,18498025,97
17495,1,3970,18498025,92
17496,2,47944,18498799,70 71
17497,2,707,18498799,72 73
17498,16,2914,18505660,19 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38
17499,16,22159,18505660,39 40 41 42 43 59 60 61 62 63 64 65 66 67 68 69
17500,1,10744,18498025,93
17501,1,3871,18498025,98
17502,1,14078,18501896,98
17503,1,9180,18499321,99
17504,1,12432,18505660,87
17505,1,11242,18502666,97
17506,32,16654,18527819,9 10 11 12 13 14 15 16 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42
17507,1,2836,18498106,64
17508,1,2833,18498106,65
17509,1,2838,18498106,66
17510,4,125,18496778,56 57 58 73
17511,1,2836,18497120,41
17512,1,20,18498485,44
17513,1,16,18498487,45
17514,1,132,18498507,44
17515,1,28,18498606,45
17516,1,68,18498989,44
17517,1,858,18499018,45
17518,1,836,18499026,29
17519,4,268,18499731,17 18 30 44
17520,1,1647,18500108,29
17521,1,204,18500127,30
17522,1,205,18500139,41
17523,2,3787,18500590,30 41
17524,2,3578,18500610,60 61
17525,2,3829,18500611,62 63
17526,2,3876,18500639,68 69
17527,2,2615,18500640,87 88
17528,2,3790,18500648,24 25
17529,4,369,18501088,26 27 28 31
17530,1,4811,18505660,88
17531,1,4821,18505660,89
17532,1,4864,18505660,90
17533,2,3123,18501675,89 90
17534,1,4809,18505660,91
17535,15,12662,18508574,10 11 12 13 14 15 16 19 24 25 26 27 28 29 30
17536,4,8,18502102,26 27 28 29
17537,4,69,18502337,26 27 28 29
17538,15,7538,18527819,43 59 60 61 62 63 64 65 66 67 68 69 87 88 89
17539,15,9846,18535357,43 59 60 61 62 63 64 65 66 67 68 69 87 88 89
17540,15,9682,18544473,9 10 11 12 13 14 15 16 19 20 21 22 23 24 25
17541,2,14,18504514,87 88
17542,2,17,18504737,87 88
17543,1,3,18505660,92
17544,9,53349,18515974,90 91 92 93 94 96 97 98 99
17545,9,53321,18544473,26 27 28 29 30 31 32 33 34
17546,8,33265,18544473,35 36 37 38 39 40 41 42
17547,1,21207,18546743,70
17548,1,6533,18506101,9
17549,4,356,18506430,10 11 12 13
17550,2,10393,18553814,17 18
17551,2,35963,18553814,44 45
17552,2,21224,18553814,46 47
17553,4,29301,18553814,48 49 50 51
17554,4,329,18509516,31 32 33 34
17555,4,1894,18509927,31 32 33 34
17556,4,1906,18509932,35 36 37 38
17557,4,1892,18509933,92 93 94 96
17558,4,1899,18510481,88 89 91 99
17559,4,1090,18511821,31 32 33 34
17560,4,1092,18511825,90 92 93 94
17561,4,1933,18511838,35 36 37 38
17562,4,1098,18512380,88 89 91 96
17563,4,1895,18512911,9 31 32 33
17564,4,1094,18512917,34 90 92 93
17565,4,1916,18513478,88 89 91 94
17566,4,1113,18513771,35 36 37 38
17567,32,5095,18554134,43 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83
17568,4,1088,18514011,90 92 93 96
17569,4,1096,18514806,9 31 32 33
17570,2,306,18519419,9 20
17571,1,13,18546743,71
17572,1,12,18547592,88
17573,1,13,18547604,88
17574,1,14,18547617,88
17575,1,341,18545203,87
17576,1,467,18545203,88
17577,1,468,18522499,9
17578,1,338,18522661,10
17579,1,210,18523138,9
17580,1,353,18523200,10
17581,1,343,18523582,9
17582,1,414,18523882,10
17583,1,408,18524520,9
17584,1,1200,18545203,43
17585,1,13,18545203,59
17586,1,1202,18545203,60
17587,1,1352,18545203,61
17588,1,1308,18545203,62
